,item_nbr,sku,brand,pos_qty,pos_sales,Date
11831,552205720,2011692,Vitamins,0,0.0,2022-10-01
11885,30519315,ENFAGROW0005679690608,Enfagrow,0,0.0,2022-10-01
9006,550265662,2004827,Specialty,0,0.0,2022-10-01
9005,552913494,1282194,Specialty,0,0.0,2022-10-01
9004,2676246,1014853,Specialty,0,0.0,2022-10-01
6326,2870265,1241760,Enfamil,53,3284.41,2022-10-01
967,30807356,2015853,Enfagrow,0,0.0,2022-10-01
8945,585731258,1281334,Specialty,0,0.0,2022-10-01
6947,2684415,2051560,Enfamil WIC,35627,612535.67,2022-10-01
6327,2884552,1269807,Enfamil,211,12742.55,2022-10-01
649,652513690,3189347,Enfagrow,167,4287.71,2022-10-01
650,579134591,3180081,Enfagrow,7,41.43,2022-10-01
6952,7900539,1154529,Enfamil WIC,0,0.0,2022-10-01
6328,30192357,1269779,Enfamil,397,4160.49,2022-10-01
1302,579134589,3118127,Enfamil,1,31.78,2022-10-01
10592,581323024,3141465,Super High Premium,0,0.0,2022-10-01
1287,2679139,3127349,Enfamil,48,1893.24,2022-10-01
11151,581615952,3129124,Vitamins,0,0.0,2022-10-01
1268,30695947,2015852,Enfagrow,0,0.0,2022-10-01
8804,550700335,1263203,Specialty,0,0.0,2022-10-01
2464,567626962,2040672,Enfamil,0,0.0,2022-10-01
8046,567530185,2004138,Nutramigen / Allergy,0,0.0,2022-10-01
3475,550265660,2039763,Enfamil,0,0.0,2022-10-01
4109,260089490,2039732,Enfamil,0,0.0,2022-10-01
10669,555219839,2032919,Super High Premium,0,0.0,2022-10-01
10670,555621406,2032919,Super High Premium,0,0.0,2022-10-01
5962,554228280,2038264,Enfamil,0,0.0,2022-10-01
9007,551355457,1014853,Specialty,0,0.0,2022-10-01
11224,4007437,1253339,Vitamins,24,106.16,2022-10-01
2299,30193489,1278788,Enfamil,371,14082.59,2022-10-01
1454,584727078,3192255,Enfamil,4212,218301.13,2022-10-01
1453,567284249,2051531,Enfamil,2640,23528.15,2022-10-01
4461,567213440,2044711,Enfamil,0,0.0,2022-10-01
4460,562987491,2051562,Enfamil,0,0.0,2022-10-01
1452,575182522,2050728,Enfamil,1,29.88,2022-10-01
1451,581623211,3186640,Enfamil,2,63.56,2022-10-01
7708,576905994,3194722,Nutramigen / Allergy,0,0.0,2022-10-01
7709,7904564,2004135,Nutramigen / Allergy,0,0.0,2022-10-01
7749,7900574,2049717,Nutramigen / Allergy,0,0.0,2022-10-01
6853,31749037,3176973,Enfamil,102,3872.94,2022-10-01
7750,551174858,2050676,Nutramigen / Allergy,8,286.08,2022-10-01
10378,584854467,3169719,Super High Premium,0,0.0,2022-10-01
3474,575182521,3180085,Enfamil,2,59.76,2022-10-01
8361,2635245,2049717,Nutramigen / Allergy,2311,20571.06,2022-10-01
5973,30193083,2014689,Enfamil,299,15806.9,2022-10-01
9149,653232229,2048589,Specialty,0,0.0,2022-10-01
5260,577723574,2051717,Enfamil,0,0.0,2022-10-01
5261,550342754,2004137,Enfamil,0,0.0,2022-10-01
11996,30196611,ENFAMIL0005679690600,Enfamil,10,613.5,2022-10-01
9113,552770108,2004540,Specialty,0,0.0,2022-10-01
10426,651283843,3199418,Super High Premium,0,0.0,2022-10-01
926,550370993,2039832,Enfagrow,0,0.0,2022-10-01
10427,577723572,2050292,Super High Premium,0,0.0,2022-10-01
9086,576905993,3168592,Specialty,0,0.0,2022-10-01
9085,587572923,3168591,Specialty,0,0.0,2022-10-01
2296,30193491,1278789,Enfamil,346,18327.62,2022-10-01
12517,30305858,ENFAMIL0005679690596,Enfamil,352,18908.26,2022-10-01
3473,7904550,3179305,Enfamil,117,1722.92,2022-10-01
4110,567213430,2044709,Enfamil,0,0.0,2022-10-01
495,260008058,2026652,Enfagrow,0,0.0,2022-10-01
2820,577723571,2051716,Enfamil,0,0.0,2022-10-01
2819,557655356,2051562,Enfamil,1,27.94,2022-10-01
11011,581615953,3123461,Vitamins,87,2185.12,2022-10-01
11010,582113540,3180063,Vitamins,387,3483.24,2022-10-01
3800,7904557,2004137,Enfamil,0,0.0,2022-10-01
3801,552068777,3209701,Enfamil,1089,36796.71,2022-10-01
10823,582113539,3180047,Vitamins,659,6086.48,2022-10-01
5603,562987487,2039770,Enfamil,0,0.0,2022-10-01
10824,653461203,3179882,Vitamins,0,0.0,2022-10-01
3802,567213434,2044710,Enfamil,0,0.0,2022-10-01
10948,593015359,3119481,Vitamins,2,13.98,2022-10-01
2605,567213429,2044708,Enfamil,0,0.0,2022-10-01
2821,567284245,3172817,Enfamil,153,7428.69,2022-10-01
2606,574444648,2053268,Enfamil,0,0.0,2022-10-01
5611,2870244,1242610,Enfamil,0,0.0,2022-10-01
8519,7900560,1258556,Nutramigen / Allergy,0,0.0,2022-10-01
718,555221008,2039209,Enfagrow,0,0.0,2022-10-01
1140,31337318,2040255,Enfagrow,0,0.0,2022-10-01
8297,553651394,2055489,Nutramigen / Allergy,678,33635.35,2022-10-01
8298,554261587,2038263,Nutramigen / Allergy,0,0.0,2022-10-01
1137,7900567,2026652,Enfagrow,0,0.0,2022-10-01
8487,260085781,2050660,Nutramigen / Allergy,0,0.0,2022-10-01
1101,555115354,3158116,Enfagrow,0,0.0,2022-10-01
279,260029332,2039898,Enfagrow,0,0.0,2022-10-01
8386,2875354,1239201,Nutramigen / Allergy,7,159.88,2022-10-01
11830,4001213,1014879,Vitamins,15,117.0,2022-10-01
8520,260096442,1238597,Nutramigen / Allergy,0,0.0,2022-10-01
1455,260006338,2039637,Enfamil,0,0.0,2022-10-01
2822,567284243,3192028,Enfamil,4,135.08,2022-10-01
2823,567284253,3180082,Enfamil,8,71.84,2022-10-01
5836,2684529,1253140,Enfamil,0,0.0,2022-10-01
5835,550265664,2004828,Enfamil,0,0.0,2022-10-01
12419,31462562,ENFAGROW0005679600609,Enfagrow,316,9467.52,2022-10-01
494,652513659,3189345,Enfagrow,2516,64726.05,2022-10-01
8707,554228278,2049518,Nutramigen / Allergy,6676,92549.96,2022-10-01
5834,260085788,2041777,Enfamil,0,0.0,2022-10-01
5833,554261570,2038264,Enfamil,0,0.0,2022-10-01
5832,260006317,3271279,Enfamil,2,67.54,2022-10-01
5831,567284251,3179307,Enfamil,6586,63499.22,2022-10-01
8089,551355517,2009112,Nutramigen / Allergy,0,0.0,2022-10-01
8090,551355482,2015590,Nutramigen / Allergy,0,0.0,2022-10-01
8091,574439788,3130631,Nutramigen / Allergy,1,60.0,2022-10-01
12236,30305999,ENFAGROW0005679680599,Enfagrow,207,3085.88,2022-10-01
8092,2684457,2050661,Nutramigen / Allergy,6630,236356.42,2022-10-01
5504,567284247,2048566,Enfamil,0,0.0,2022-10-01
5505,550342753,2040264,Enfamil,0,0.0,2022-10-01
5506,260006331,2039921,Enfamil,0,0.0,2022-10-01
1206,557655376,2052095,Enfagrow,0,0.0,2022-10-01
5507,550265663,3204864,Enfamil,218,3225.34,2022-10-01
1205,260008044,2015919,Enfagrow,0,0.0,2022-10-01
1204,550265666,2039832,Enfagrow,436,7711.02,2022-10-01
1203,595589032,3188849,Enfagrow,0,0.0,2022-10-01
10758,596927539,2055825,Super High Premium,0,0.0,2022-10-01
12376,30305920,ENFAMIL0005679690594,Enfamil,849,45711.49,2022-10-01
2825,557655345,3125594,Enfamil,0,0.0,2022-10-01
2824,558181554,2041779,Enfamil,0,0.0,2022-10-01
5503,260004735,3180902,Enfamil,40,1325.51,2022-10-01
11308,31198057,1015280,Vitamins,54,814.18,2022-10-01
9208,551504295,1222396,Specialty,0,0.0,2022-10-01
12559,30306000,ENFAGROW0005679680598,Enfagrow,164,2445.46,2022-10-01
9765,571563522,3168592,Specialty,1625,38603.2,2022-10-01
9764,552913489,1282188,Specialty,0,0.0,2022-10-01
4631,30193490,1278787,Enfamil,329,17406.36,2022-10-01
9763,7904452,3204862,Specialty,5,36.92,2022-10-01
1921,31091420,2027936,Enfamil,843,33681.21,2022-10-01
6195,584854468,3208437,Enfamil,1,13.92,2022-10-01
48,587572922,3170182,Enfagrow,441,11346.93,2022-10-01
49,550265656,2039900,Enfagrow,0,0.0,2022-10-01
1924,30193082,2014690,Enfamil,196,7450.12,2022-10-01
6196,574258299,3173463,Enfamil,-3,-140.31,2022-10-01
9630,579134590,3176714,Specialty,79,802.47,2022-10-01
10150,555104251,3168834,Super High Premium,6,250.98,2022-10-01
9591,30625556,2014467,Specialty,50,219.4,2022-10-01
6197,554406522,2031757,Enfamil,0,0.0,2022-10-01
6198,567213435,2044678,Enfamil,0,0.0,2022-10-01
3973,567213431,2044707,Enfamil,0,0.0,2022-10-01
755,30695948,2015854,Enfagrow,0,0.0,2022-10-01
12076,30342037,NUTRAMIGEN / ALLERGY0005679600498,Nutramigen / Allergy,1,29.98,2022-10-01
7519,2679154,1284527,Enfamil WIC,0,0.0,2022-10-01
11856,583919567,3123461,Vitamins,0,0.0,2022-10-01
7575,7903108,2050691,Enfamil WIC,37406,680544.53,2022-10-01
11860,31198064,1015277,Vitamins,44,609.68,2022-10-01
11366,4047284,1015278,Vitamins,0,0.0,2022-10-01
10234,571444203,2042059,Super High Premium,0,0.0,2022-10-01
9567,653232226,2048589,Specialty,0,0.0,2022-10-01
4638,30193461,1278790,Enfamil,21,797.37,2022-10-01
4818,552530590,2020391,Enfamil,0,0.0,2022-10-01
7217,552068775,3221965,Enfamil WIC,1807,33395.93,2022-10-01
7259,2667028,3181651,Enfamil WIC,1577,29777.21,2022-10-01
3909,2679147,2040270,Enfamil,0,0.0,2022-10-01
6194,584727077,3172819,Enfamil,3962,196555.58,2022-10-01
12810,30305696,ENFAMIL0005679680590,Enfamil,21,461.58,2022-10-01
567,555621390,2039209,Enfagrow,0,0.0,2022-10-01
6663,567294751,2044708,Enfamil,106,5035.16,2022-10-01
7306,2611686,3271390,Enfamil WIC,3170,59185.04,2022-10-01
3914,2884587,1274014,Enfamil,159,5083.23,2022-10-01
9937,571561732,3168590,Super High Premium,0,0.0,2022-10-01
9936,579134625,3168804,Super High Premium,13,650.0,2022-10-01
11,564616893,1257766,Cal-C-Tose,0,0.0,2022-10-01
6664,574444649,2053275,Enfamil,0,0.0,2022-10-01
6665,260006324,2039734,Enfamil,0,0.0,2022-10-01
14,562987495,2039211,Enfagrow,0,0.0,2022-10-01
7307,2667021,1158652,Enfamil WIC,454,2251.04,2022-10-01
7384,7907644,2050691,Enfamil WIC,0,0.0,2022-10-01
9901,651283844,3226132,Super High Premium,15,855.12,2022-10-01
3920,2884573,1274013,Enfamil,204,6521.88,2022-10-01
1792,260006352,2039733,Enfamil,0,0.0,2022-10-01
1793,554261579,2038262,Enfamil,0,0.0,2022-10-01
9852,551504297,1222396,Specialty,0,0.0,2022-10-01
788,557655333,2039738,Enfagrow,0,0.0,2022-10-01
3924,2884594,1274015,Enfamil,74,2365.78,2022-10-01
3927,30697615,2015389,Enfamil,48,900.54,2022-10-01
3255,30697614,2008810,Enfamil,53,1005.94,2022-10-01
9429,574258298,2050961,Specialty,0,0.0,2022-10-01
3144,567213437,3264230,Enfamil,0,0.0,2022-10-01
12313,30305981,ENFAMIL0005679690591,Enfamil,355,19011.56,2022-10-01
3137,574258297,2050880,Enfamil,1788,16020.42,2022-10-01
10321,596915600,2055825,Super High Premium,0,0.0,2022-10-01
12648,31462561,ENFAGROW0005679600607,Enfagrow,649,19383.02,2022-10-01
3141,550357967,3180902,Enfamil,0,0.0,2022-10-01
10288,577723573,2050291,Super High Premium,0,0.0,2022-10-01
2135,653232521,3180082,Enfamil,0,0.0,2022-10-01
11350,4009934,1014875,Vitamins,3,21.6,2022-10-01
11349,551726319,2011692,Vitamins,0,0.0,2022-10-01
2134,579156271,3208434,Enfamil,8,350.56,2022-10-01
7628,7900511,2051560,Enfamil WIC,0,0.0,2022-10-01
3139,567213441,3179307,Enfamil,0,0.0,2022-10-01
3138,567284250,2044704,Enfamil,0,0.0,2022-10-01
6846,31600025,2047807,Enfamil,22,835.34,2022-10-01
11861,31198018,1015280,Vitamins,53,793.41,2022-10-01
12130,30305086,ENFAMIL0005679680595,Enfamil,166,3648.68,2022-10-01
10266,574258301,3199413,Super High Premium,0,0.0,2022-10-01
9389,552913481,1282186,Specialty,0,0.0,2022-10-01
7627,2684380,2051530,Enfamil WIC,1573,7816.08,2022-10-01
3142,554228279,3204863,Enfamil,6058,58329.69,2022-10-01
2136,567284242,3198879,Enfamil,22,1007.02,2022-10-01
3140,567284244,3125595,Enfamil,891,34634.86,2022-10-01
2139,574258300,3173309,Enfamil,17,588.05,2022-10-01
2137,567213439,3172817,Enfamil,0,0.0,2022-10-01
5139,584854469,3268271,Enfamil,0,0.0,2022-10-01
2138,550370989,2005349,Enfamil,0,0.0,2022-10-01
863,555115349,3158115,Enfagrow,1289,15311.52,2022-10-01
3143,567284246,3142820,Enfamil,559,20612.77,2022-10-01
5138,569043057,3264230,Enfamil,5,158.9,2022-10-01
6843,30782926,2015336,Enfamil,68,4186.58,2022-10-01
1457,260006345,2040258,Enfamil,0,0.0,2022-10-01
1456,567284252,3263944,Enfamil,37,1570.81,2022-10-01
3257,30193083,2014689,Enfamil,2818,149068.91,2022-10-08
4179,550342753,2040264,Enfamil,0,0.0,2022-10-08
11569,4007437,1253339,Vitamins,258,1172.15,2022-10-08
4178,567284252,3263944,Enfamil,177,7524.45,2022-10-08
879,550370993,2039832,Enfagrow,0,0.0,2022-10-08
6288,567213434,2044710,Enfamil,0,0.0,2022-10-08
7444,2684380,2051530,Enfamil WIC,8607,42866.2,2022-10-08
7693,260085781,2050660,Nutramigen / Allergy,0,0.0,2022-10-08
12226,30305999,ENFAGROW0005679680599,Enfagrow,3873,47944.05,2022-10-08
3251,30193489,1278788,Enfamil,3175,120412.86,2022-10-08
12003,30196611,ENFAMIL0005679690600,Enfamil,29,1778.53,2022-10-08
3258,31749037,3176973,Enfamil,895,33914.1,2022-10-08
12296,30305981,ENFAMIL0005679690591,Enfamil,2527,135730.11,2022-10-08
5971,30193490,1278787,Enfamil,3315,175428.18,2022-10-08
8316,2635245,2049717,Nutramigen / Allergy,15707,140156.11,2022-10-08
7692,551174858,2050676,Nutramigen / Allergy,24,853.66,2022-10-08
11306,4047284,1015278,Vitamins,15,251.64,2022-10-08
12157,30305086,ENFAMIL0005679680595,Enfamil,1012,22236.49,2022-10-08
6286,574444648,2053268,Enfamil,0,0.0,2022-10-08
3259,30697615,2015389,Enfamil,346,6463.24,2022-10-08
6287,558181554,2041779,Enfamil,0,0.0,2022-10-08
7761,554261587,2038263,Nutramigen / Allergy,0,0.0,2022-10-08
7694,553651394,2055489,Nutramigen / Allergy,3720,185264.23,2022-10-08
6285,567284246,3142820,Enfamil,18559,674719.9,2022-10-08
3916,2884573,1274013,Enfamil,1960,62604.91,2022-10-08
10909,31198018,1015280,Vitamins,361,5388.83,2022-10-08
7776,567530185,2004138,Nutramigen / Allergy,5,228.6,2022-10-08
5929,554406522,2031757,Enfamil,0,0.0,2022-10-08
11035,583919567,3123461,Vitamins,0,0.0,2022-10-08
11356,581615953,3123461,Vitamins,361,9167.2,2022-10-08
6282,574258299,3173463,Enfamil,8,374.16,2022-10-08
754,7900567,2026652,Enfagrow,0,0.0,2022-10-08
2932,2884587,1274014,Enfamil,876,27983.74,2022-10-08
2935,30697614,2008810,Enfamil,393,7446.01,2022-10-08
7531,7907644,2050691,Enfamil WIC,0,0.0,2022-10-08
7532,2679154,1284527,Enfamil WIC,0,0.0,2022-10-08
2936,31091420,2027936,Enfamil,6337,252750.74,2022-10-08
11172,31198064,1015277,Vitamins,211,2873.71,2022-10-08
7971,7900560,1258556,Nutramigen / Allergy,0,0.0,2022-10-08
7970,574439788,3130631,Nutramigen / Allergy,1,60.0,2022-10-08
952,652513690,3189347,Enfagrow,1000,25602.1,2022-10-08
7896,7904564,2004135,Nutramigen / Allergy,0,0.0,2022-10-08
5930,567213441,3179307,Enfamil,0,0.0,2022-10-08
6283,567284242,3198879,Enfamil,86,3961.36,2022-10-08
6284,7904550,3179305,Enfamil,584,8463.7,2022-10-08
745,555115354,3158116,Enfagrow,3,10.99,2022-10-08
372,30807356,2015853,Enfagrow,0,0.0,2022-10-08
3869,567213429,2044708,Enfamil,0,0.0,2022-10-08
3870,260004735,3180902,Enfamil,313,10144.66,2022-10-08
7835,7900574,2049717,Nutramigen / Allergy,0,0.0,2022-10-08
802,579134591,3180081,Enfagrow,31,220.38,2022-10-08
11427,582113540,3180063,Vitamins,2603,23335.57,2022-10-08
11426,593015359,3119481,Vitamins,25,213.4,2022-10-08
8102,551355482,2015590,Nutramigen / Allergy,0,0.0,2022-10-08
3216,260006338,2039637,Enfamil,0,0.0,2022-10-08
11237,551726319,2011692,Vitamins,0,0.0,2022-10-08
872,652513659,3189345,Enfagrow,13746,353513.63,2022-10-08
3214,554261570,2038264,Enfamil,0,0.0,2022-10-08
801,555221008,2039209,Enfagrow,0,0.0,2022-10-08
2897,260089490,2039732,Enfamil,0,0.0,2022-10-08
3213,260006317,3271279,Enfamil,3,104.8,2022-10-08
7480,2611686,3271390,Enfamil WIC,24434,453940.25,2022-10-08
2899,567284245,3172817,Enfamil,711,33707.61,2022-10-08
7481,2667021,1158652,Enfamil WIC,3420,16956.72,2022-10-08
2914,260085788,2041777,Enfamil,0,0.0,2022-10-08
746,555621390,2039209,Enfagrow,0,0.0,2022-10-08
12059,30342037,NUTRAMIGEN / ALLERGY0005679600498,Nutramigen / Allergy,8,239.84,2022-10-08
11228,653461203,3179882,Vitamins,0,0.0,2022-10-08
2898,584727077,3172819,Enfamil,24582,1219239.76,2022-10-08
8049,2875354,1239201,Nutramigen / Allergy,28,639.52,2022-10-08
2545,567213435,2044678,Enfamil,0,0.0,2022-10-08
11575,4047277,1015154,Vitamins,0,0.0,2022-10-08
1502,550265660,2039763,Enfamil,0,0.0,2022-10-08
1503,2684529,1253140,Enfamil,0,0.0,2022-10-08
4559,550357967,3180902,Enfamil,0,0.0,2022-10-08
1504,554261579,2038262,Enfamil,0,0.0,2022-10-08
12649,31462561,ENFAGROW0005679600607,Enfagrow,4622,138307.33,2022-10-08
1505,569043057,3264230,Enfamil,15,429.58,2022-10-08
1506,7904557,2004137,Enfamil,0,0.0,2022-10-08
1507,581623211,3186640,Enfamil,14,444.92,2022-10-08
4560,554228280,2038264,Enfamil,0,0.0,2022-10-08
9454,552913489,1282188,Specialty,1,12.32,2022-10-08
6756,584854469,3268271,Enfamil,0,0.0,2022-10-08
6755,552068777,3209701,Enfamil,5165,174119.14,2022-10-08
11756,4001213,1014879,Vitamins,274,2179.16,2022-10-08
11857,31198057,1015280,Vitamins,330,4969.68,2022-10-08
9516,551504297,1222396,Specialty,0,0.0,2022-10-08
1501,562987491,2051562,Enfamil,0,0.0,2022-10-08
1500,577723574,2051717,Enfamil,-1,-159.92,2022-10-08
1499,574258297,2050880,Enfamil,12351,110867.79,2022-10-08
1498,260006352,2039733,Enfamil,0,0.0,2022-10-08
7101,2667028,3181651,Enfamil WIC,9364,175996.05,2022-10-08
2198,557655345,3125594,Enfamil,-1,-29.88,2022-10-08
2197,567284251,3179307,Enfamil,36154,348489.1,2022-10-08
9225,653232226,2048589,Specialty,0,0.0,2022-10-08
9300,585731258,1281334,Specialty,12,671.88,2022-10-08
9301,2676246,1014853,Specialty,0,0.0,2022-10-08
9302,550700335,1263203,Specialty,0,0.0,2022-10-08
3597,2884552,1269807,Enfamil,1694,104735.78,2022-10-08
6852,30193491,1278789,Enfamil,3562,188250.4,2022-10-08
5212,584727078,3192255,Enfamil,20666,1070156.74,2022-10-08
5211,567294751,2044708,Enfamil,723,34011.3,2022-10-08
5210,575182521,3180085,Enfamil,21,623.84,2022-10-08
6847,30193082,2014690,Enfamil,1498,56742.42,2022-10-08
12583,30306000,ENFAGROW0005679680598,Enfagrow,2309,31715.89,2022-10-08
10289,577723573,2050291,Super High Premium,0,0.0,2022-10-08
1497,575182522,2050728,Enfamil,-1,-29.88,2022-10-08
5213,574258300,3173309,Enfamil,84,2868.09,2022-10-08
9163,579134590,3176714,Specialty,402,4045.05,2022-10-08
1560,577723571,2051716,Enfamil,0,0.0,2022-10-08
6754,567284243,3192028,Enfamil,61,1961.19,2022-10-08
10110,584854467,3169719,Super High Premium,0,0.0,2022-10-08
10109,596927539,2055825,Super High Premium,0,0.0,2022-10-08
583,595589032,3188849,Enfagrow,0,0.0,2022-10-08
1816,567284249,2051531,Enfamil,14120,126327.23,2022-10-08
1815,567284244,3125595,Enfamil,5582,217077.9,2022-10-08
1814,554228279,3204863,Enfamil,32809,315891.62,2022-10-08
12788,30305696,ENFAMIL0005679680590,Enfamil,181,3951.39,2022-10-08
9914,651283844,3226132,Super High Premium,83,4731.03,2022-10-08
11848,582113539,3180047,Vitamins,4109,38078.84,2022-10-08
11847,4009934,1014875,Vitamins,37,254.4,2022-10-08
9943,596915600,2055825,Super High Premium,0,0.0,2022-10-08
9944,574258301,3199413,Super High Premium,0,0.0,2022-10-08
3,564616893,1257766,Cal-C-Tose,0,0.0,2022-10-08
9996,579134625,3168804,Super High Premium,69,3368.16,2022-10-08
9995,581323024,3141465,Super High Premium,1,34.98,2022-10-08
584,587572922,3170182,Enfagrow,2256,58033.66,2022-10-08
594,30695948,2015854,Enfagrow,0,0.0,2022-10-08
9790,552913494,1282194,Specialty,0,0.0,2022-10-08
9789,551355457,1014853,Specialty,0,0.0,2022-10-08
4934,31600025,2047807,Enfamil,70,2661.9,2022-10-08
62,260029332,2039898,Enfagrow,0,0.0,2022-10-08
61,260008044,2015919,Enfagrow,0,0.0,2022-10-08
6753,552530590,2020391,Enfamil,0,0.0,2022-10-08
59,562987495,2039211,Enfagrow,0,0.0,2022-10-08
6752,550265663,3204864,Enfamil,1351,19524.52,2022-10-08
9642,550265662,2004827,Specialty,0,0.0,2022-10-08
3605,30782926,2015336,Enfamil,579,35678.22,2022-10-08
1590,2884594,1274015,Enfamil,364,11616.23,2022-10-08
4883,550265664,2004828,Enfamil,0,0.0,2022-10-08
6751,567213430,2044709,Enfamil,0,0.0,2022-10-08
4623,30193461,1278790,Enfamil,98,3729.06,2022-10-08
1907,567284254,2044769,Enfamil,-4,-112.88,2022-10-08
9725,576905993,3168592,Specialty,0,0.0,2022-10-08
9730,30625556,2014467,Specialty,1131,4824.46,2022-10-08
4636,30192357,1269779,Enfamil,2345,24481.89,2022-10-08
4884,653232521,3180082,Enfamil,-1,-8.98,2022-10-08
5259,567213437,3264230,Enfamil,0,0.0,2022-10-08
9173,552913481,1282186,Specialty,0,0.0,2022-10-08
10721,577723572,2050292,Super High Premium,0,0.0,2022-10-08
2549,584854468,3208437,Enfamil,2,27.84,2022-10-08
2548,550370989,2005349,Enfamil,0,0.0,2022-10-08
5557,567284253,3180082,Enfamil,88,711.36,2022-10-08
2547,2679147,2040270,Enfamil,0,0.0,2022-10-08
2546,260006345,2040258,Enfamil,0,0.0,2022-10-08
11489,552205720,2011692,Vitamins,0,0.0,2022-10-08
5559,260006331,2039921,Enfamil,0,0.0,2022-10-08
12399,30305920,ENFAMIL0005679690594,Enfamil,6607,355898.79,2022-10-08
2543,574444649,2053275,Enfamil,0,0.0,2022-10-08
8653,260096442,1238597,Nutramigen / Allergy,0,0.0,2022-10-08
663,555115349,3158115,Enfagrow,8989,106944.2,2022-10-08
662,550265656,2039900,Enfagrow,0,0.0,2022-10-08
1241,557655333,2039738,Enfagrow,0,0.0,2022-10-08
1242,550265666,2039832,Enfagrow,3215,57671.85,2022-10-08
2544,260006324,2039734,Enfamil,0,0.0,2022-10-08
1243,557655376,2052095,Enfagrow,0,0.0,2022-10-08
2550,567213440,2044711,Enfamil,0,0.0,2022-10-08
5560,557655356,2051562,Enfamil,4,109.09,2022-10-08
8436,554228278,2049518,Nutramigen / Allergy,35109,486891.29,2022-10-08
8437,551355517,2009112,Nutramigen / Allergy,0,0.0,2022-10-08
1126,260008058,2026652,Enfagrow,0,0.0,2022-10-08
7004,552068775,3221965,Enfamil WIC,7983,148246.71,2022-10-08
7003,7900511,2051560,Enfamil WIC,0,0.0,2022-10-08
4229,567213431,2044707,Enfamil,0,0.0,2022-10-08
240,30695947,2015852,Enfagrow,0,0.0,2022-10-08
4239,562987487,2039770,Enfamil,0,0.0,2022-10-08
10829,581615952,3129124,Vitamins,2,-4.96,2022-10-08
8644,2684457,2050661,Nutramigen / Allergy,64624,2304260.95,2022-10-08
8646,576905994,3194722,Nutramigen / Allergy,0,0.0,2022-10-08
10772,555104251,3168834,Super High Premium,13,519.81,2022-10-08
5562,567284247,2048566,Enfamil,0,0.0,2022-10-08
5561,550342754,2004137,Enfamil,0,0.0,2022-10-08
1141,31337318,2040255,Enfagrow,0,0.0,2022-10-08
10666,571444203,2042059,Super High Premium,0,0.0,2022-10-08
7226,7903108,2050691,Enfamil WIC,202267,3660886.34,2022-10-08
1354,2679139,3127349,Enfamil,151,6317.92,2022-10-08
10456,555621406,2032919,Super High Premium,0,0.0,2022-10-08
3525,567284250,2044704,Enfamil,0,0.0,2022-10-08
3524,579156271,3208434,Enfamil,53,2427.18,2022-10-08
10661,571561732,3168590,Super High Premium,0,0.0,2022-10-08
8957,587572923,3168591,Specialty,2,30.0,2022-10-08
9025,7904452,3204862,Specialty,17,152.66,2022-10-08
11886,30519315,ENFAGROW0005679690608,Enfagrow,241,29906.37,2022-10-08
9026,551504295,1222396,Specialty,0,0.0,2022-10-08
10452,555219839,2032919,Super High Premium,0,0.0,2022-10-08
6956,7900539,1154529,Enfamil WIC,0,0.0,2022-10-08
8884,574258298,2050961,Specialty,0,0.0,2022-10-08
8883,571563522,3168592,Specialty,17190,409002.36,2022-10-08
1333,579134589,3118127,Enfamil,0,0.0,2022-10-08
2300,2870244,1242610,Enfamil,0,0.0,2022-10-08
3526,567213439,3172817,Enfamil,0,0.0,2022-10-08
10660,651283843,3199418,Super High Premium,0,0.0,2022-10-08
8812,653232229,2048589,Specialty,0,0.0,2022-10-08
8838,552770108,2004540,Specialty,0,0.0,2022-10-08
2258,567626962,2040672,Enfamil,0,0.0,2022-10-08
6963,2684415,2051560,Enfamil WIC,209917,3601796.39,2022-10-08
12454,31462562,ENFAGROW0005679600609,Enfagrow,2286,68414.83,2022-10-08
5264,2870265,1241760,Enfamil,395,24450.55,2022-10-08
12508,30305858,ENFAMIL0005679690596,Enfamil,2699,145334.67,2022-10-08
676,555621390,2039209,Enfagrow,0,0.0,2022-10-15
7129,2684380,2051530,Enfamil WIC,9590,47522.89,2022-10-15
11798,653461203,3179882,Vitamins,0,0.0,2022-10-15
3372,550370989,2005349,Enfamil,0,0.0,2022-10-15
3371,574258297,2050880,Enfamil,12521,112411.52,2022-10-15
11568,552205720,2011692,Vitamins,0,0.0,2022-10-15
3545,567213431,2044707,Enfamil,0,0.0,2022-10-15
6861,2884573,1274013,Enfamil,2135,68209.26,2022-10-15
6984,2611686,3271390,Enfamil WIC,24629,458081.15,2022-10-15
6842,31600025,2047807,Enfamil,54,2050.38,2022-10-15
11707,4047284,1015278,Vitamins,13,233.61,2022-10-15
6972,2684415,2051560,Enfamil WIC,162175,2782984.82,2022-10-15
6973,7900539,1154529,Enfamil WIC,0,0.0,2022-10-15
747,595589032,3188849,Enfagrow,0,0.0,2022-10-15
11676,582113539,3180047,Vitamins,4114,38161.88,2022-10-15
11652,31198064,1015277,Vitamins,212,2911.64,2022-10-15
3368,567284251,3179307,Enfamil,28171,271527.78,2022-10-15
6983,2679154,1284527,Enfamil WIC,0,0.0,2022-10-15
3369,552530590,2020391,Enfamil,0,0.0,2022-10-15
11502,31198057,1015280,Vitamins,279,4218.17,2022-10-15
3366,260006352,2039733,Enfamil,0,0.0,2022-10-15
623,260029332,2039898,Enfagrow,0,0.0,2022-10-15
624,260008058,2026652,Enfagrow,0,0.0,2022-10-15
