,item_nbr,sku,brand,pos_qty,pos_sales,Date
20088,551255182,2016257,Enfamil,0,0.0,2024-04-12
20087,550370988,2039900,Enfagrow,0,0.0,2024-04-12
20068,555139538,2033874,Enfagrow,0,0.0,2024-04-12
20060,580066570,,Enfamil,0,0.0,2024-04-12
20050,552417605,1215247,Enfamil,0,0.0,2024-04-12
20021,260096974,2039898,Enfagrow,0,0.0,2024-04-12
14953,580066572,,Enfamil,6,263.58,2024-04-12
14954,567213439,3172817,Enfamil,6,1223.58,2024-04-12
14955,562987487,2039770,Enfamil,6,791.58,2024-04-12
14677,584727077,3172819,Enfamil,14,671.04,2024-04-12
19218,570542832,2033125,Enfagrow,0,0.0,2024-04-12
20130,552530702,2020043,Enfamil,0,0.0,2024-04-12
19199,260008065,1258554,Enfamil,0,0.0,2024-04-12
19025,578192283,2050961,Specialty,0,0.0,2024-04-12
18582,555740187,2033125,Enfagrow,0,0.0,2024-04-12
18583,552530583,2019906,Enfamil,0,0.0,2024-04-12
19017,2663566,2015919,Enfagrow,0,0.0,2024-04-12
19016,551504298,1214865,Specialty,0,0.0,2024-04-12
18773,550747800,1158653,Enfamil,0,0.0,2024-04-12
18569,555221008,2039209,Enfagrow,0,0.0,2024-04-12
18994,260016957,2039734,Enfamil,0,0.0,2024-04-12
18604,2619642,1191879,Enfamil,0,0.0,2024-04-12
18987,585731258,1281334,Specialty,0,0.0,2024-04-12
18605,552530576,2022326,Enfamil,0,0.0,2024-04-12
18970,554228280,2038264,Enfamil,0,0.0,2024-04-12
18964,260097030,2039732,Enfamil,0,0.0,2024-04-12
18963,552530705,2020043,Enfamil,0,0.0,2024-04-12
18988,550415232,2004816,Enfamil,0,0.0,2024-04-12
18962,581623211,3186640,Enfamil,0,0.0,2024-04-12
19026,554406520,2031755,Enfamil,0,0.0,2024-04-12
18568,585597737,,Enfamil,0,0.0,2024-04-12
18473,553852075,,Enfagrow,0,0.0,2024-04-12
19096,550370993,2039832,Enfagrow,0,0.0,2024-04-12
18474,551726320,2011692,Vitamins,0,0.0,2024-04-12
19083,553852062,,Enfagrow,0,0.0,2024-04-12
18479,567213436,3180083,Enfamil,0,0.0,2024-04-12
23876,578768044,2047244,Specialty,0,0.0,2024-04-12
19027,551351549,2039733,Enfamil,0,0.0,2024-04-12
18507,260008030,1249687,Enfamil,0,0.0,2024-04-12
18509,7900525,,Enfamil,0,0.0,2024-04-12
18519,580105192,3188852,Enfagrow,0,0.0,2024-04-12
18538,551255183,2016259,Enfamil,0,0.0,2024-04-12
19042,557655376,2052095,Enfagrow,0,0.0,2024-04-12
18557,567213440,2044711,Enfamil,0,0.0,2024-04-12
13724,650169853,3267532,Enfamil,2338,154203.4,2024-04-12
18508,553813984,1118909,Specialty,0,0.0,2024-04-12
13220,652513659,3189345,Enfagrow,6705,201494.76,2024-04-12
18628,567251274,,Enfamil,0,0.0,2024-04-12
18642,552530587,2019906,Enfamil,0,0.0,2024-04-12
18851,575487801,2052784,Enfamil,0,0.0,2024-04-12
18706,550370997,2040270,Enfamil,0,0.0,2024-04-12
18707,555139537,2033873,Enfamil,0,0.0,2024-04-12
18708,579134589,3118127,Enfamil,0,0.0,2024-04-12
18725,551355450,1214865,Specialty,0,0.0,2024-04-12
18827,558181554,2041779,Enfamil,0,0.0,2024-04-12
18852,551355488,2016104,Enfamil,0,0.0,2024-04-12
18736,7903423,2004540,Specialty,0,0.0,2024-04-12
18783,2667014,1158653,Enfamil,0,0.0,2024-04-12
18782,550265660,2039763,Enfamil,0,0.0,2024-04-12
18760,553638512,2026160,Enfagrow,0,0.0,2024-04-12
18761,583919567,3123461,Vitamins,0,0.0,2024-04-12
18762,552264883,,Specialty,0,0.0,2024-04-12
18774,554444387,2031758,Enfamil,0,0.0,2024-04-12
18747,574444649,2053275,Enfamil,0,0.0,2024-04-12
18698,2684314,1249570,Enfamil,0,0.0,2024-04-12
18697,567626962,2040672,Enfamil,0,0.0,2024-04-12
18684,7900553,1249594,Specialty,0,0.0,2024-04-12
18941,260096449,2039921,Enfamil,0,0.0,2024-04-12
18940,7904557,2004137,Enfamil,0,0.0,2024-04-12
18656,551504296,1249594,Specialty,0,0.0,2024-04-12
18657,550265664,2004828,Enfamil,0,0.0,2024-04-12
18921,260097044,1249683,Vitamins,0,0.0,2024-04-12
18658,653232229,2048589,Specialty,0,0.0,2024-04-12
18910,595589032,3188849,Enfagrow,0,0.0,2024-04-12
18897,552913502,1222438,Specialty,0,0.0,2024-04-12
18670,554444389,2031755,Enfamil,0,0.0,2024-04-12
18671,553695177,,Enfagrow,0,0.0,2024-04-12
18672,567213434,2044710,Enfamil,0,0.0,2024-04-12
18673,555115354,3158116,Enfagrow,0,0.0,2024-04-12
18683,2684649,1255094,Enfamil,0,0.0,2024-04-12
18864,653461203,3179882,Vitamins,0,0.0,2024-04-12
18863,552530696,,Enfamil,0,0.0,2024-04-12
18458,551355509,2016257,Enfamil,0,0.0,2024-04-12
19103,551246688,2016106,Enfamil,0,0.0,2024-04-12
19006,550090870,,Enfamil,0,0.0,2024-04-12
13542,574258297,2050880,Enfamil,3609,42634.72,2024-04-12
19117,552068776,2020790,Enfamil,0,0.0,2024-04-12
13353,587572922,3170182,Enfagrow,4645,153383.14,2024-04-12
23011,575487841,2051716,Enfamil,0,0.0,2024-04-12
13510,260004735,3180902,Enfamil,3769,146363.71,2024-04-12
19145,552070232,2040279,Enfamil,0,0.0,2024-04-12
13338,567284252,3263944,Enfamil,4818,225839.94,2024-04-12
13315,569043057,3264230,Enfamil,5119,177955.76,2024-04-12
13533,582113539,3180047,Vitamins,3639,32056.3,2024-04-12
13420,7904550,3179305,Enfamil,4265,80696.69,2024-04-12
18410,550415229,2004820,Enfamil,0,0.0,2024-04-12
13343,567284249,2051531,Enfamil,4756,47058.2,2024-04-12
13182,260006317,3271279,Enfamil,8027,311705.66,2024-04-12
22814,580071211,2055320,Enfagrow,0,0.0,2024-04-12
19155,653232226,2048589,Specialty,0,0.0,2024-04-12
19118,565122112,2027724,Specialty,0,0.0,2024-04-12
19116,550010759,2032500,Specialty,0,0.0,2024-04-12
13621,7904452,3204862,Specialty,3197,31598.8,2024-04-12
18411,260082771,,Enfamil,0,0.0,2024-04-12
13628,582113540,3180063,Vitamins,3149,27677.65,2024-04-12
18425,554444391,2031757,Enfamil,0,0.0,2024-04-12
18426,574258298,2050961,Specialty,0,0.0,2024-04-12
13328,567284253,3180082,Enfamil,4931,48543.59,2024-04-12
19198,567284247,2048566,Enfamil,0,0.0,2024-04-12
23670,555219829,,Enfagrow,0,0.0,2024-04-12
18427,550540611,2026652,Enfagrow,0,0.0,2024-04-12
13370,555115349,3158115,Enfagrow,4542,63180.08,2024-04-12
19156,2609072,1161147,Enfagrow,0,0.0,2024-04-12
13392,552068777,3209701,Enfamil,4427,171977.48,2024-04-12
19167,554406521,2031758,Enfamil,0,0.0,2024-04-12
20132,550370989,2005349,Enfamil,0,0.0,2024-04-19
13442,567284253,3180082,Enfamil,4131,40726.68,2024-04-19
25140,575487842,3173463,Enfamil,0,0.0,2024-04-19
20077,260006338,2039637,Enfamil,0,0.0,2024-04-19
14232,4009934,1014875,Vitamins,113,841.42,2024-04-19
20076,554444389,2031755,Enfamil,0,0.0,2024-04-19
13016,557655356,2051562,Enfamil,15082,450037.74,2024-04-19
20175,554444385,2031754,Enfamil,0,0.0,2024-04-19
25134,578768044,2047244,Specialty,0,0.0,2024-04-19
14898,593015359,3119481,Vitamins,7,146.92,2024-04-19
12994,554228279,3204863,Enfamil,15635,200035.85,2024-04-19
20174,260097044,1249683,Vitamins,0,0.0,2024-04-19
18686,552417566,2022326,Specialty,0,0.0,2024-04-19
18685,555113173,,Vitamins,0,0.0,2024-04-19
20131,2609072,1161147,Enfagrow,0,0.0,2024-04-19
20125,7900553,1249594,Specialty,0,0.0,2024-04-19
20124,260006331,2039921,Enfamil,0,0.0,2024-04-19
20686,550700335,1263203,Specialty,0,0.0,2024-04-19
20685,595588949,,Enfagrow,0,0.0,2024-04-19
20112,260029332,2039898,Enfagrow,0,0.0,2024-04-19
20111,260097051,2040258,Enfamil,0,0.0,2024-04-19
20090,551726320,2011692,Vitamins,0,0.0,2024-04-19
14853,567213437,2044694,Enfamil,8,1679.36,2024-04-19
14816,574258299,3173463,Enfamil,9,512.64,2024-04-19
13528,7904550,3179305,Enfamil,3667,69486.23,2024-04-19
14210,581615953,3123461,Vitamins,124,2870.15,2024-04-19
13935,650169853,3267532,Enfamil,993,65642.74,2024-04-19
13539,260004735,3180902,Enfamil,3624,140359.46,2024-04-19
13504,582113539,3180047,Vitamins,3791,33406.22,2024-04-19
20100,595831550,3192023,Enfamil,0,0.0,2024-04-19
12997,567284252,3263944,Enfamil,15552,728759.4,2024-04-19
20110,585597736,,Enfamil,0,0.0,2024-04-19
20561,554406523,2031754,Enfamil,0,0.0,2024-04-19
14901,584727078,3192255,Enfamil,7,441.0,2024-04-19
19947,555621397,2033125,Enfagrow,0,0.0,2024-04-19
13263,569043057,3264230,Enfamil,5720,199056.69,2024-04-19
15014,595836652,,Enfagrow,5,646.45,2024-04-19
14124,4007437,1253339,Vitamins,156,1369.42,2024-04-19
15020,550357967,2014859,Enfamil,5,779.65,2024-04-19
15021,562987491,2039769,Enfamil,5,599.65,2024-04-19
15025,552530590,2020391,Enfamil,5,779.65,2024-04-19
15028,260097058,2014836,Enfamil,5,779.65,2024-04-19
18748,550265657,2005273,Enfagrow,0,0.0,2024-04-19
19957,578744633,1014853,Specialty,0,0.0,2024-04-19
13261,567284242,3198879,Enfamil,5759,299570.54,2024-04-19
18749,7903423,2004540,Specialty,0,0.0,2024-04-19
19930,7900525,,Enfamil,0,0.0,2024-04-19
18750,2684649,1255094,Enfamil,0,0.0,2024-04-19
13387,567284249,2051531,Enfamil,4454,44051.72,2024-04-19
13889,652513690,3189347,Enfagrow,1154,34443.35,2024-04-19
19916,260006352,2039733,Enfamil,0,0.0,2024-04-19
14055,578767986,2044905,Enfamil,217,2152.64,2024-04-19
18763,552530579,,Enfamil,0,0.0,2024-04-19
19903,555219812,2033125,Enfagrow,0,0.0,2024-04-19
19931,567213434,2044710,Enfamil,0,0.0,2024-04-19
18737,552205720,2011692,Vitamins,0,0.0,2024-04-19
19980,551355436,2015919,Enfagrow,0,0.0,2024-04-19
18727,580791374,3125933,Enfamil,0,0.0,2024-04-19
18699,552913498,1215245,Specialty,0,0.0,2024-04-19
20061,553049346,2023787,Enfagrow,0,0.0,2024-04-19
18700,551246688,2016106,Enfamil,0,0.0,2024-04-19
25033,555219829,,Enfagrow,0,0.0,2024-04-19
14162,4001206,1014867,Vitamins,141,1204.33,2024-04-19
20037,551255182,2016257,Enfamil,0,0.0,2024-04-19
24949,580071211,2055320,Enfagrow,0,0.0,2024-04-19
20036,581623211,3186640,Enfamil,0,0.0,2024-04-19
20024,551355502,2016259,Enfamil,0,0.0,2024-04-19
20023,552913481,1282186,Specialty,0,0.0,2024-04-19
20022,567213431,2044707,Enfamil,0,0.0,2024-04-19
20012,567251274,,Enfamil,0,0.0,2024-04-19
20011,260096995,1222393,Enfamil,0,0.0,2024-04-19
24730,575487841,2051716,Enfamil,0,0.0,2024-04-19
20010,553638511,2026159,Enfagrow,0,0.0,2024-04-19
13409,587572922,3170182,Enfagrow,4343,143273.31,2024-04-19
18719,2667014,1158653,Enfamil,0,0.0,2024-04-19
13406,552068777,3209701,Enfamil,4351,168904.57,2024-04-19
18726,570542832,2033125,Enfagrow,0,0.0,2024-04-19
13403,555115349,3158115,Enfagrow,4366,60639.73,2024-04-19
19998,260097009,1154333,Enfamil,0,0.0,2024-04-19
14899,552770108,2004540,Enfamil,7,279.51,2024-04-19
20051,567284250,2044704,Enfamil,0,0.0,2024-04-19
20203,563817773,3125594,Enfamil,0,0.0,2024-04-19
13940,587572923,3168591,Specialty,977,43518.36,2024-04-19
18510,553652418,2039738,Enfagrow,0,0.0,2024-04-19
20418,552070235,2022326,Specialty,0,0.0,2024-04-19
20417,551620302,2017043,Enfamil,0,0.0,2024-04-19
20602,551355488,2016104,Enfamil,0,0.0,2024-04-19
20408,260096981,1155767,Specialty,0,0.0,2024-04-19
20400,2600654,1222393,Enfamil,0,0.0,2024-04-19
18532,579156399,2055320,Enfagrow,0,0.0,2024-04-19
18533,551707092,2017043,Enfamil,0,0.0,2024-04-19
20383,260096449,2039921,Enfamil,0,0.0,2024-04-19
20601,553695178,2026160,Enfagrow,0,0.0,2024-04-19
20382,563816845,2051562,Enfamil,0,0.0,2024-04-19
20603,567284244,3125595,Enfamil,0,0.0,2024-04-19
18539,552070232,2040279,Enfamil,0,0.0,2024-04-19
20355,554444387,2031758,Enfamil,0,0.0,2024-04-19
20354,595589032,3188849,Enfagrow,0,0.0,2024-04-19
20607,2659719,1184781,Enfamil,0,0.0,2024-04-19
12952,567284251,3179307,Enfamil,17324,204666.93,2024-04-19
18550,2676246,1014853,Specialty,0,0.0,2024-04-19
18551,565122112,2027724,Specialty,0,0.0,2024-04-19
18552,551504298,1214865,Specialty,0,0.0,2024-04-19
20381,554444391,2031757,Enfamil,0,0.0,2024-04-19
13644,582113540,3180063,Vitamins,3043,26796.28,2024-04-19
20600,550415232,2004816,Enfamil,0,0.0,2024-04-19
20427,550370988,2039900,Enfagrow,0,0.0,2024-04-19
20560,550265662,2004827,Specialty,0,0.0,2024-04-19
18428,555139538,2033874,Enfagrow,0,0.0,2024-04-19
18438,260097016,,Enfamil,0,0.0,2024-04-19
20573,579134591,3180081,Enfagrow,0,0.0,2024-04-19
20549,575487801,2052784,Enfamil,0,0.0,2024-04-19
18459,2666922,1155767,Specialty,0,0.0,2024-04-19
14358,4001213,1014879,Vitamins,52,415.36,2024-04-19
20593,567213438,2044704,Enfamil,0,0.0,2024-04-19
20514,2619642,1191879,Enfamil,0,0.0,2024-04-19
20426,574258296,2050840,Enfamil,0,0.0,2024-04-19
18480,550265664,2004828,Enfamil,0,0.0,2024-04-19
14335,584854469,3268271,Enfamil,59,737.46,2024-04-19
14429,584854468,3208437,Enfamil,34,470.16,2024-04-19
18492,574258298,2050961,Specialty,0,0.0,2024-04-19
14449,567294751,2044708,Enfamil,31,1703.76,2024-04-19
20449,260008030,1249687,Enfamil,0,0.0,2024-04-19
18493,558181554,2041779,Enfamil,0,0.0,2024-04-19
20440,552913485,1282192,Specialty,0,0.0,2024-04-19
20439,567213432,2044768,Enfamil,0,0.0,2024-04-19
20428,585597735,,Enfamil,0,0.0,2024-04-19
20505,260097030,2039732,Enfamil,0,0.0,2024-04-19
18558,555115354,3158116,Enfagrow,0,0.0,2024-04-19
18559,2612326,1014853,Specialty,0,0.0,2024-04-19
14598,578192284,,Enfamil,18,857.94,2024-04-19
20671,653232229,2048589,Specialty,0,0.0,2024-04-19
20247,550370996,2014835,Enfamil,0,0.0,2024-04-19
20672,550370997,2040270,Enfamil,0,0.0,2024-04-19
20673,7904578,2004138,Specialty,0,0.0,2024-04-19
20239,552068776,2020790,Enfamil,0,0.0,2024-04-19
18629,551355450,1214865,Specialty,0,0.0,2024-04-19
20238,551355509,2016257,Enfamil,0,0.0,2024-04-19
18630,260008037,1249569,Enfamil,0,0.0,2024-04-19
20227,7904557,2004137,Enfamil,0,0.0,2024-04-19
13559,574258297,2050880,Enfamil,3515,41526.24,2024-04-19
20215,578767985,2050880,Enfamil,0,0.0,2024-04-19
20674,550911232,2005272,Enfagrow,0,0.0,2024-04-19
20675,554261570,2038264,Enfamil,0,0.0,2024-04-19
20676,552070233,2019912,Enfamil,0,0.0,2024-04-19
20204,260096974,2039898,Enfagrow,0,0.0,2024-04-19
20562,582586493,2055320,Enfagrow,0,0.0,2024-04-19
20202,550265660,2039763,Enfamil,0,0.0,2024-04-19
20192,567213436,3180083,Enfamil,0,0.0,2024-04-19
20191,580066570,,Enfamil,0,0.0,2024-04-19
20190,552530576,2022326,Enfamil,0,0.0,2024-04-19
14749,567213441,2044859,Enfamil,11,781.01,2024-04-19
20248,551504296,1249594,Specialty,0,0.0,2024-04-19
14699,584727077,3172819,Enfamil,13,653.84,2024-04-19
20267,575182521,3180085,Enfamil,0,0.0,2024-04-19
20619,585597737,,Enfamil,0,0.0,2024-04-19
20620,552070234,2019541,Enfamil,0,0.0,2024-04-19
18570,579134589,3118127,Enfamil,0,0.0,2024-04-19
14294,570543834,2039209,Enfagrow,74,1054.18,2024-04-19
18571,551355443,2026655,Enfagrow,0,0.0,2024-04-19
20323,260016957,2039734,Enfamil,0,0.0,2024-04-19
18592,2647043,1247986,Enfamil,0,0.0,2024-04-19
20633,554406522,2031757,Enfamil,0,0.0,2024-04-19
20634,567284254,2044769,Enfamil,0,0.0,2024-04-19
20305,553652423,2039738,Enfagrow,0,0.0,2024-04-19
20304,260006345,2040258,Enfamil,0,0.0,2024-04-19
20293,260008072,1259973,Enfamil,0,0.0,2024-04-19
20635,550090870,,Enfamil,0,0.0,2024-04-19
20292,550342753,2040264,Enfamil,0,0.0,2024-04-19
20291,552530583,2019906,Enfamil,0,0.0,2024-04-19
13614,7904452,3204862,Specialty,3268,32302.86,2024-04-19
14269,557655333,2039738,Enfagrow,92,2787.02,2024-04-19
18616,260008058,2026652,Enfagrow,0,0.0,2024-04-19
20282,574875483,2050728,Enfamil,0,0.0,2024-04-19
20281,552322089,2018523,Enfamil,0,0.0,2024-04-19
18617,2698620,1157456,Enfamil,0,0.0,2024-04-19
14778,554261579,2038262,Enfamil,10,779.1,2024-04-19
19902,585731258,1281334,Specialty,0,0.0,2024-04-19
19560,552322090,2018521,Enfamil,0,0.0,2024-04-19
19408,552417605,1215247,Enfamil,0,0.0,2024-04-19
19407,260085788,2041777,Enfamil,0,0.0,2024-04-19
19418,550342754,2004137,Enfamil,0,0.0,2024-04-19
19684,2679147,2040270,Enfamil,0,0.0,2024-04-19
19419,574928439,,Enfagrow,0,0.0,2024-04-19
18889,574258295,2050879,Enfamil,0,0.0,2024-04-19
19683,555621390,2039209,Enfagrow,0,0.0,2024-04-19
19420,554219549,2026159,Enfagrow,0,0.0,2024-04-19
19421,2674007,1187179,Enfagrow,0,0.0,2024-04-19
19422,260097002,1249570,Enfamil,0,0.0,2024-04-19
18898,552530696,,Enfamil,0,0.0,2024-04-19
18899,550370995,2004827,Specialty,0,0.0,2024-04-19
19657,550265656,2039900,Enfagrow,0,0.0,2024-04-19
18930,260097023,2039734,Enfamil,0,0.0,2024-04-19
19105,555740187,2033125,Enfagrow,0,0.0,2024-04-19
19437,552530705,2020043,Enfamil,0,0.0,2024-04-19
19697,4022946,1180725,Vitamins,0,0.0,2024-04-19
19703,550370990,2005272,Enfagrow,0,0.0,2024-04-19
19406,551726319,2011692,Vitamins,0,0.0,2024-04-19
19713,553638512,2026160,Enfagrow,0,0.0,2024-04-19
19751,567284246,3142820,Enfamil,0,0.0,2024-04-19
19136,550747800,1158653,Enfamil,0,0.0,2024-04-19
18853,2667035,1158655,Enfamil,0,0.0,2024-04-19
13079,567284243,3192028,Enfamil,12565,474501.04,2024-04-19
18854,550370994,2004828,Enfamil,0,0.0,2024-04-19
19368,551351549,2039733,Enfamil,0,0.0,2024-04-19
15275,550265666,2039832,Enfagrow,2,20.0,2024-04-19
19438,555219821,,Enfamil,0,0.0,2024-04-19
15276,2684529,1253140,Enfamil,2,53.84,2024-04-19
19728,557655785,2044670,Enfamil,0,0.0,2024-04-19
18865,553852062,,Enfagrow,0,0.0,2024-04-19
19404,2698599,1154333,Enfamil,0,0.0,2024-04-19
13849,574258300,3173309,Enfamil,1372,53100.36,2024-04-19
18866,260089490,2039732,Enfamil,0,0.0,2024-04-19
18875,653461203,3179882,Vitamins,0,0.0,2024-04-19
19405,557655376,2052095,Enfagrow,0,0.0,2024-04-19
18855,576836955,2039900,Enfagrow,0,0.0,2024-04-19
19760,551255183,2016259,Enfamil,0,0.0,2024-04-19
19104,260096988,1249569,Enfamil,0,0.0,2024-04-19
19452,580105192,3188852,Enfagrow,0,0.0,2024-04-19
19516,554228280,2038264,Enfamil,0,0.0,2024-04-19
19065,550747862,1263204,Enfamil,0,0.0,2024-04-19
19576,580066572,,Enfamil,0,0.0,2024-04-19
19028,578192283,2050961,Specialty,0,0.0,2024-04-19
19029,550911233,2005273,Enfagrow,0,0.0,2024-04-19
19033,2663566,2015919,Enfagrow,0,0.0,2024-04-19
19034,554406521,2031758,Enfamil,0,0.0,2024-04-19
19064,574444648,2053268,Enfamil,0,0.0,2024-04-19
19054,260008051,1258512,Enfagrow,0,0.0,2024-04-19
19547,552530702,2020043,Enfamil,0,0.0,2024-04-19
19546,567213433,3173307,Enfamil,0,0.0,2024-04-19
19545,2679139,3127349,Enfamil,0,0.0,2024-04-19
19043,550540611,2026652,Enfagrow,0,0.0,2024-04-19
19533,2659712,1184780,Enfamil,0,0.0,2024-04-19
19044,567213440,2044711,Enfamil,0,0.0,2024-04-19
19515,567626962,2040672,Enfamil,0,0.0,2024-04-19
19501,575182522,2050728,Enfamil,0,0.0,2024-04-19
15470,567213430,2044709,Enfamil,1,207.93,2024-04-19
15469,550265663,3204864,Enfamil,1,21.98,2024-04-19
19632,562987495,2039211,Enfagrow,0,0.0,2024-04-19
19464,551355457,1014853,Specialty,0,0.0,2024-04-19
13833,650146549,3219261,Enfamil,1420,99297.3,2024-04-19
19467,552530587,2019906,Enfamil,0,0.0,2024-04-19
19468,553852075,,Enfagrow,0,0.0,2024-04-19
19616,260082771,,Enfamil,0,0.0,2024-04-19
19615,550010759,2032500,Specialty,0,0.0,2024-04-19
19097,2674014,1187180,Enfagrow,0,0.0,2024-04-19
18950,553695177,,Enfagrow,0,0.0,2024-04-19
15426,577723571,2051716,Enfamil,1,155.93,2024-04-19
19078,576905993,3168592,Specialty,0,0.0,2024-04-19
18965,2684314,1249570,Enfamil,0,0.0,2024-04-19
19077,550415229,2004820,Enfamil,0,0.0,2024-04-19
19481,260097037,2039637,Enfamil,0,0.0,2024-04-19
13134,571563522,3168592,Specialty,9909,295605.79,2024-04-19
15461,579156271,3208434,Enfamil,1,52.0,2024-04-19
15422,577723574,2051717,Enfamil,1,227.93,2024-04-19
19761,260008065,1258554,Enfamil,0,0.0,2024-04-19
19534,551504297,1222396,Specialty,0,0.0,2024-04-19
18775,550415239,2004821,Enfamil,0,0.0,2024-04-19
15183,567213429,2044708,Enfamil,3,659.79,2024-04-19
19874,550265659,2005272,Enfagrow,0,0.0,2024-04-19
18838,653232521,3180082,Enfamil,0,0.0,2024-04-19
19308,551246690,2016104,Enfamil,0,0.0,2024-04-19
19307,580066576,,Enfamil,0,0.0,2024-04-19
18829,550370992,2039763,Enfamil,0,0.0,2024-04-19
15169,567213439,3172817,Enfamil,3,570.99,2024-04-19
18828,260008044,2015919,Enfagrow,0,0.0,2024-04-19
19306,7900567,2026652,Enfagrow,0,0.0,2024-04-19
15111,562987487,2039770,Enfamil,4,527.72,2024-04-19
19821,567284247,2048566,Enfamil,0,0.0,2024-04-19
15108,567284245,3172817,Enfamil,4,204.0,2024-04-19
19829,550415236,2004813,Enfamil,0,0.0,2024-04-19
18776,551355495,2016106,Enfamil,0,0.0,2024-04-19
19168,567284248,2044694,Enfamil,0,0.0,2024-04-19
19242,554219550,2026160,Enfagrow,0,0.0,2024-04-19
19186,653232226,2048589,Specialty,0,0.0,2024-04-19
19272,2684428,1249683,Enfamil,0,0.0,2024-04-19
13185,260006317,3271279,Enfamil,7903,306772.71,2024-04-19
19249,2639058,2026655,Enfagrow,0,0.0,2024-04-19
19866,583919567,3123461,Vitamins,0,0.0,2024-04-19
19762,554406520,2031755,Enfamil,0,0.0,2024-04-19
13054,557655345,3125594,Enfamil,13609,446912.98,2024-04-19
18784,552913502,1222438,Specialty,0,0.0,2024-04-19
19157,550370993,2039832,Enfagrow,0,0.0,2024-04-19
19241,552913494,1282194,Specialty,0,0.0,2024-04-19
19177,566090436,2039832,Enfagrow,0,0.0,2024-04-19
19239,552264883,,Specialty,0,0.0,2024-04-19
13239,652513659,3189345,Enfagrow,6190,185893.32,2024-04-19
19774,260004728,1263204,Enfamil,0,0.0,2024-04-19
19228,550370991,2005273,Enfagrow,0,0.0,2024-04-19
15096,551504295,1222396,Specialty,4,303.24,2024-04-19
15098,567213435,2044678,Enfamil,4,751.72,2024-04-19
19240,574444649,2053275,Enfamil,0,0.0,2024-04-19
15100,552913489,1282188,Specialty,4,169.28,2024-04-19
19137,574190080,2050841,Enfamil,0,0.0,2024-04-19
19790,260006324,2039734,Enfamil,0,0.0,2024-04-19
19187,553813984,1118909,Specialty,0,0.0,2024-04-19
19789,555139537,2033873,Enfamil,0,0.0,2024-04-19
19788,574876225,2050727,Enfamil,0,0.0,2024-04-19
15104,595520107,,Enfamil,4,719.72,2024-04-19
19787,555221008,2039209,Enfagrow,0,0.0,2024-04-19
20464,550415232,2004816,Enfamil,0,0.0,2024-04-26
22483,575487842,3173463,Enfamil,0,0.0,2024-04-26
20465,554406523,2031754,Enfamil,0,0.0,2024-04-26
20392,575182522,2050728,Enfamil,0,0.0,2024-04-26
20391,574258296,2050840,Enfamil,0,0.0,2024-04-26
18488,567213434,2044710,Enfamil,0,0.0,2024-04-26
19224,2684649,1255094,Enfamil,0,0.0,2024-04-26
20478,554406521,2031758,Enfamil,0,0.0,2024-04-26
20479,557655785,2044670,Enfamil,0,0.0,2024-04-26
20390,550370996,2014835,Enfamil,0,0.0,2024-04-26
19080,552913498,1215245,Specialty,0,0.0,2024-04-26
20491,2609072,1161147,Enfagrow,0,0.0,2024-04-26
23498,580071211,2055320,Enfagrow,0,0.0,2024-04-26
20502,260016957,2039734,Enfamil,0,0.0,2024-04-26
20413,552068776,2020790,Enfamil,0,0.0,2024-04-26
20454,260096449,2039921,Enfamil,0,0.0,2024-04-26
19507,550540611,2026652,Enfagrow,0,0.0,2024-04-26
19232,554444391,2031757,Enfamil,0,0.0,2024-04-26
19254,552530696,,Enfamil,0,0.0,2024-04-26
19508,580066576,,Enfamil,0,0.0,2024-04-26
19192,574258295,2050879,Enfamil,0,0.0,2024-04-26
19074,550747862,1263204,Enfamil,0,0.0,2024-04-26
19496,553652418,2039738,Enfagrow,0,0.0,2024-04-26
19495,551355457,1014853,Specialty,0,0.0,2024-04-26
19494,260096981,1155767,Specialty,0,0.0,2024-04-26
19233,581623211,3186640,Enfamil,0,0.0,2024-04-26
20433,567213438,2044704,Enfamil,0,0.0,2024-04-26
18500,551355495,2016106,Enfamil,0,0.0,2024-04-26
19493,260082771,,Enfamil,0,0.0,2024-04-26
19485,260006324,2039734,Enfamil,0,0.0,2024-04-26
23880,575487841,2051716,Enfamil,0,0.0,2024-04-26
19051,585597736,,Enfamil,0,0.0,2024-04-26
20444,574876225,2050727,Enfamil,0,0.0,2024-04-26
19484,2647043,1247986,Enfamil,0,0.0,2024-04-26
19333,579156399,2055320,Enfagrow,0,0.0,2024-04-26
19173,260006338,2039637,Enfamil,0,0.0,2024-04-26
20504,552530702,2020043,Enfamil,0,0.0,2024-04-26
20595,260006331,2039921,Enfamil,0,0.0,2024-04-26
18418,579134589,3118127,Enfamil,0,0.0,2024-04-26
20596,551707092,2017043,Enfamil,0,0.0,2024-04-26
20389,260096974,2039898,Enfagrow,0,0.0,2024-04-26
19312,260008037,1249569,Enfamil,0,0.0,2024-04-26
19313,550265666,2039832,Enfagrow,0,0.0,2024-04-26
19314,553652423,2039738,Enfagrow,0,0.0,2024-04-26
19315,574190080,2050841,Enfamil,0,0.0,2024-04-26
20664,565122112,2027724,Specialty,0,0.0,2024-04-26
20663,555621397,2033125,Enfagrow,0,0.0,2024-04-26
20662,552322090,2018521,Enfamil,0,0.0,2024-04-26
20594,7903423,2004540,Specialty,0,0.0,2024-04-26
20661,2667035,1158655,Enfamil,0,0.0,2024-04-26
